,Datapoint No.,P,Q,Total Counterfactual Points,SHAP fields,Common Points
,350,2,3,8,12,0
,351,0,1,26,10,0
,351,0,2,6,14,0
,351,0,3,13,4,0
,352,0,1,29,9,0
,352,0,2,29,10,0
,352,0,3,8,12,0
,353,3,0,21,9,0
,353,3,1,18,11,0
,353,3,2,32,13,0
,354,3,0,11,8,0
,354,3,1,20,11,0
,354,3,2,28,6,0
,355,0,1,35,9,0
,355,0,2,18,10,0
,355,0,3,21,12,0
,356,1,0,10,17,0
,356,1,2,14,5,0
,356,1,3,19,14,0
,357,1,0,34,10,0
,357,1,2,13,11,0
,357,1,3,10,11,0
,358,0,1,27,6,0
,358,0,2,7,16,0
,358,0,3,2,12,0
,359,3,0,28,10,0
,359,3,1,20,14,0
,359,3,2,19,13,0
,360,1,0,36,12,0
,360,1,2,26,5,0
,360,1,3,1,16,0
,361,0,1,18,11,0
,361,0,2,26,12,0
,361,0,3,14,9,0
,362,1,0,21,14,0
,362,1,2,13,6,0
,362,1,3,17,8,0
,363,1,0,5,12,0
,363,1,2,43,9,0
,363,1,3,11,15,0
,364,2,0,20,7,0
,364,2,1,16,10,0
,364,2,3,27,6,0
,365,3,0,33,11,0
,365,3,1,22,11,0
,365,3,2,22,10,0
,366,0,1,34,13,0
,366,0,2,24,4,0
,366,0,3,22,9,0
,367,2,0,36,8,0
,367,2,1,18,16,0
,367,2,3,17,10,0
,368,0,1,12,17,0
,368,0,2,32,5,0
,368,0,3,6,12,0
,369,2,0,15,12,0
,369,2,1,11,14,0
,369,2,3,23,6,0
,370,3,0,38,6,0
,370,3,1,13,11,0
,370,3,2,24,12,0
,371,3,0,15,11,0
,371,3,1,10,15,0
,371,3,2,36,9,0
,372,3,0,27,6,0
,372,3,1,12,9,0
,372,3,2,30,9,0
,373,1,0,9,6,0
,373,1,2,12,15,0
,373,1,3,13,11,0
,374,2,0,31,8,0
,374,2,1,22,14,0
,374,2,3,11,6,0
,375,1,0,17,14,0
,375,1,2,13,8,0
,375,1,3,14,10,0
,376,1,0,24,12,0
,376,1,2,19,12,0
,376,1,3,10,11,0
,377,3,0,25,10,0
,377,3,1,13,12,0
,377,3,2,19,11,0
,378,1,0,20,15,0
,378,1,2,10,10,0
,378,1,3,21,6,0
,379,2,0,19,10,0
,379,2,1,14,12,0
,379,2,3,18,9,0
,380,2,0,25,5,0
,380,2,1,6,16,0
,380,2,3,26,13,0
,381,0,1,16,7,0
,381,0,2,13,9,0
,381,0,3,6,9,0
,382,2,0,16,13,0
,382,2,1,16,15,0
,382,2,3,20,5,0
,383,3,0,20,11,0
,383,3,1,25,8,0
,383,3,2,24,8,0
,384,0,1,31,9,0
,384,0,2,38,7,0
,384,0,3,6,13,0
,385,1,0,8,13,0
,385,1,2,29,11,0
,385,1,3,29,6,0
,386,1,0,8,16,0
,386,1,2,34,11,0
,386,1,3,45,8,0
,387,3,0,22,8,0
,387,3,1,12,10,0
,387,3,2,23,14,0
,388,1,0,20,8,0
,388,1,2,23,6,0
,388,1,3,6,16,0
,389,1,0,44,6,0
,389,1,2,13,14,0
,389,1,3,16,9,0
,390,2,0,36,9,0
,390,2,1,11,12,0
,390,2,3,11,8,0
,391,3,0,9,17,0
,391,3,1,29,7,0
,391,3,2,10,14,0
,392,0,1,17,10,0
,392,0,2,25,7,0
,392,0,3,8,12,0
,393,0,1,24,6,0
,393,0,2,7,10,0
,393,0,3,12,4,0
,394,2,0,22,7,0
,394,2,1,25,15,0
,394,2,3,17,12,0
,395,2,0,19,7,0
,395,2,1,19,11,0
,395,2,3,22,12,0
,396,1,0,42,6,0
,396,1,2,15,17,0
,396,1,3,8,13,0
,397,1,0,15,9,0
,397,1,2,16,8,0
,397,1,3,14,11,0
,398,0,1,17,13,0
,398,0,2,21,12,0
,398,0,3,6,12,0
,399,2,0,20,12,0
,399,2,1,24,10,0
,399,2,3,7,9,0
,,,SUM,22933,,30
,,,AVERAGE,19.11083333,,
